,tunes
726,e4g2feef2eg4|egbddd'bedbgdeged|gfafbagag2dggfgd'|beg2gedbga3d4||g2bgabd'ba2g2g4|gf2eag3g2e2d2gd|ef2da2g2feaeageg|ae2dd'efd'gfdGgd2e||efg2d'3e'd'2b2a4|d'3e'e'3d'gd'2ade3|eagd'd'3gd'bad'd'ag2|ad'a2d'3dgde2e2d2||g2a2d'4d'4bd'a2|a2d'2d'4bd'b2efe2|fb2e'd'3bgbaba2d'b|fgabad'2egfg2d2e2
727,d4ed3d4d3e|d4BA3d4d4|d4d4d4ed3|d3ed2Bdd4d2e2||d4ed3d4d3e|edBddBGAd4d4|Bde2g4d4d2Ad|dBd2fed2d4ed2e||d2edf2g2a4g2b2|agf2gagfded2d2B2|A2d2g4e3fg3f|e2d2d2A2d4de3||d2edf2g2a4g2b2|g2f2gagfd4d2B2|A2d2e2g2f2efefe2|d4d4d4d2e2
728,"EFGEEG2FD3B,D4|EFD2E2D2E2G2A2G2|E2D2D4D4D4|E2F2D4D4D4||F2DEE4B,D3B,2D2|F2D2E2D2E2G2GAG2|E2D2D4D4D4|E2F2D4D2B,2A,B,2D||G2d2d4A2G2G2A2|E2F2A2d2A4B2G2|E2A2d4A4ABA2|AGF2D4D4B,2D2||G2d2d4A2G2G2A2|F4A2d2A4A2B2|d2B2d4d4d4|A2E2D4DB,3DB,3"
729,a2B2d2B2f2BAdBd2|d4d4g4g2e2|a3gefedd4B2G2|d2G2GFG2G2A2A2d2||a2Bdd2B2f2ABd4|d4d4g4g2e2|a4f2edd4B2G2|d2GAFG3A2GABAd2||fea2d'2a2g2d2d2e2|d2e2g2e2g4a4|d'4d'2a2f2B2e2d2|G2F2G4G2A2B2d2||f2agd'2a2g2e2d2e2|d2e2g2e2g4a2b2|d'3bd'ba2f2d2e2d2|e4d2B2A4A2d2
730,e4f2edd4A2F2|A4B2A2F2E2E2D2|e2g2d2B2d4A2d2|e2gfe2d2d4d4||e4f2e2d4A2F2|A3BB2A2GFE2E2D2|e2g2d2B2d4A2d2|e2g2e2d2d4d4||d2B2d2e2a4a2d2|g2a2a2f2d2B2A2G2|d4d2e2a2f2f2g2|e2g2e2d2d4d4||d2B2d2e2a4gad2|aga2g2f2d2B2A4|d4ABd2e4f2a2|e2f2e2d2d4d4
731,e4f2e2efd2d4|d2e2ded2e2A2A4|d2f2e2d2d2f2d2A2|d2f2d2e2e2B2d2B2||e4ef2ee2d2d4|d2e2d4e2A2A4|d2f2e2d2d2fgd2A2|d2f2d2e2e2B2d2AB||ba2be'd'3d'2f2a4|d'bd'e'e'2d'e'd'bgag2ab|a4d'2g2d'2d2b2g2|g2e2d2f2e2B2B4||bad'2d'4d'2g2a4|d'4e'd'3d'2g2g2a2|b2a2d'2g2b2e2a2f2|g2e2d2f2e2B2B4
732,"D4D2G2A4G2FE|G2F2B4d4d2A2|E2G2F2G2B2d2A2G2|d2A2G2FED4B,2D2||D4D2G2A4G2E2|G2F2B4d4d2A2|E2G2F2G2B2d2A2G2|d2A2G2E2D4B,D3||e2f2e2d2B2A2A2E2|Bd2Bd4d2g2g2f2|f2e2e2d2d2G2B2d2|d2B2G2FED4D4||e2f2e2d2ABA2A2E2|d3Bd4d2g2g4|ba3a2e2d2A2A2d2|d2A2G2E2D4D4"
733,d4f2d2gad2f2d2|BAB2d2B2A2F2G2A2|e2d2f2d2e2f2g2d2|gad'2a4a2b2de3||d4e3dg2d2fed2|A2B2d2B2A2FGF2A2|e2d2f2d2f4g2d2|a2d'2a4g3fa2g2||b2a2d'4d'ad'2d'2ab|d'3e'e'd'3d'ag2g2ab|a2e'2d'4b2d'2d'4|gab2e2a2a3ga2g2||b3ad'4bad'2d'2a2|d'4e'd'3d'2g2a2e2|ba2ge2ABd2A2d2e2|g2d'bf2aga2b2e2g2
734,d4d2BAA2G2ABdB|E2G2G2B2B2d2A2G2|A2B2B2A2G3AA4|A2G2FGD2G4G4||d4d2B2A2G2A2d2|E2G2G2B2B2d2A2G2|A2B2B2A2G4A4|G2F2E2D2DED2D3E||A2B2A4A2G2G2A2|E2A2d2B2G2B2A4|B2d2d4d4d2e2|d4d2e2d2fge3f||d4d4A2G2G2A2|FEA2d2B2G2B2A4|B2d2d4d4d2e2|e2d2g2f2d2A2B3d
735,A3BB2A2F2G2ABA2|E2G2BAB2B2E2F2G2|G2ABd4A4A2B2|A2G2B2A2A2G2G4||A4B2A2F2G2B2A2|E2G2A2B2B2EFF2G2|G2B2d4A4A2B2|A2E2F2E2F2E2E2D2||A2B2ded2e4a2g2|e4d'2abg2ded4|A2d2e4g4d'2a2|a4g2a2f2e2d2e2||B4d4e4g4|a2g2a4a2d2d2e2|e2d2d2f2g4agd2|d2B2B2EFG3AA2Bd
736,g2dBd4d2fea2ga|fegefafdegbga2fg|gefgaedeefd2edgd'|beg2gedbfg3d2ed||g2d2d4e2gfgfga|gfefgfg2abaga2fg|ed3d'e3g2eBfgdf|agedd'fed'gedGgd3||d'4d'2bd'gegfgfga|d'2a2abagabd'2ga2g|d'2ad'd'3gbd'g2bfdf|gb3b2d'dede2e2d2||d'4d'2bd'e'2d'2baga|d'4e'3d'e'2b2ga3|ea2d'bd'e'd'gb2ag3b|gafaa2d'ddefgd3e
737,"D4D4D2A,2B,2D2|D4D2EDFA2GEGE2|ED3D4D4GFE2|G2FGD2E2A2B2d2AB||D2B,2D4D2A,2D4|D4D3EE4D2E2|D2B,DD4D4D4|F2ABA2FGF3EF2EG||B2d2d2B2FGD2D4|D4D2EDEF3D4|G3AAG3G2D2D4|D2E2D4FE3G4||A2B2d2A2GFD2D4|D4D3EDEDED3E|FGFGG4E4D2E2|F4FED2D2E2D4"
738,e4d2A2ABA2d2G2|BdB2d2AGd4e2d2|e4d2A2B4d2A2|A2G2G2E2G2F2F2G2||e2ded2A2ABA2d2G2|d2B2d2AGd4ded2|e4d2A2B4d2A2|A2G2G2E2G2F2FGFG||d2ede2f2g2a2g2a2|a4a2g2f2e2d4|e4e2g2a2gfe4|d4A2G2A2G2G2A2||d2edd2f2g3ag2a2|aga2a4f2e2d4|e4e2aga2f2e4|d4B2G2A2G2G2FG
739,DED2D4FE3F4|F2D2FED2D2EDAGA2|d2E2E2DEGFG2d4|d2A2d3BA2d2d4||D4D4GFE2EFGF|F2D2FED2D2E2G2B2|B2E2E2DEG4d4|d2A2d4A2d2d4||d4d4d4d4|d4d4d4A2d2|B2e2e2d2feg2g2f2|d2B2A2d2B2d2d4||Bd3d4d4d4|d4d4d4A2d2|B2d2d2A2A2B2A4|B4A2d2B2d2d4
740,g4a2g2e2dee3d|deged4ded2d4|efgfg2efed2efd2f|ed2eed2ge2ded2ed||fg2efga2ge3e2de|e4agabf2d2d4|e2f2g4fed2fed2|e3ddBege2d2ge3||g3ad'bd'2d'4d'2ad'|e'd'ad'e'd'3d'2a2g2a2|ga2d'd'3bd'4d'4|bd'bd'd'2affde2f2e2||d'bd'2d'4d'2abd'2e'd'|f'e'3g'2d'2e'd'g2g4|d'2bd'b2d'bad'a2bd'2b|aba2g2d'ab2g2ef2g
741,"D4D4E4GF2E|D4D4E2AGA4|E2D2D4D4e4|d4B4d4B2A2||D2B,2D4E4G2EF|DED2D4E2A2A4|EFDED2E2E4ed2e|e2d2d2e2dBA2d4||d4d4d4A2B2|d4A2F2G2A2A2d2|A2G2G2B2d2f2d2f2|d4A2B2d2A2d4||d4d4d4A2B2|d4A2F2G2A2G2d2|B2A2d3Bd2f2d2e2|e2d2A2d2B2A2A2G2"
742,"FE2FEFE2D4FE2F|DED2D3A,DGAFABAG|BdABG2FGD2E2E2AB|dBd2dAGdd4d4||F2E2F2E2D4E4|F2D2D4FGAGGAdA|BdB2d2BdFEA2DEFG|B3AdABedBdAd2ed||d4d4d4d4|B3dded2e4fed2|e2d2dBA2G2A2B2A2|Ad3d3Bd4d2Bd||d4d4ded2Bdg2|a2efa2f2d2efe2de|d2Bdd4d2B2A2GA|EG3Bd2Bd4B4"
743,B4BA3dBA2Bd3|d4e2d2d2A2A2d2|A2d2d2A2d4d4|g2e2d4G4G4||B4B2A2d2A2d4|d4e2d2d2A2A2d2|A2d2d2A2d4d4|g2e2d4GAG2G4||d2g2g2f2g2e2d4|e2f2ag2aa2f2efef|d2a2a2g2e2d2e2g2|a2g2ded2d2A2A2B2||d2g2g2f2g2e2d4|e2f2g4bae2e2a2|a4a2g2g2d2d4|f2d2d2A2G4G2A2
744,d4b2g2gfded2f2|d4e4g2d2d4|d2f2g4f2e2d2fg|a2g2e2d2d4d4||d4a2g2gfd2d2gf|d4e4g2d2d4|d2gfg4f2e2e3f|bafge2d2d4d4||d'2abf'2d'2d'4d'2e'2|d'2bd'd'4d'2b2d'2a2|a2e'2e'2bd'd'4d'2ba|a2g2e2d2d4d4||d'4e'2d'2d'4d'2e'd'|d'4d'4d'2b2d'2a2|e'd'3d'2e2a4d'3b|g4e2d2d4d4
745,E2D2DE3D4A2ed|e2f2e2BAA4A2GA|dAd2dA2dBAd2dBef|ge3ed2ff4g4||A2E2EFE2D2E2A2e2|fe2fe2ABA4A4|d2Bdd2GAAFBdA2Bd|d2feed2ed2eded2e||A4B2d2d4B2de|feg2f2g2e2f2d4|d2e2e4g2eddBAB|d4e2fdd4e2d2||B2A2d4d4A2e2|f2g2f2g2f2e2ded2|d3ee4d4d4|A2Bdd2fdd4d2e2
746,d4ed3d2G2B2A2|G2E2E2FEBdg2fede|ede2ed3B2A2G2ED|AGd2d3ee2d2d2e2||d4ed3d2G2B2A2|G2E2E2FEBdg2g4|f2d2ed3d2A2FGD2|AGd2d4e2d2ede2||d2e2b2g2ded2Bd3|B2e2a2gaagbd'b2ga|g2fgagd2d2A2e2d2|A2d2d2e2e2d2d2f2||d2f2a2g2b2e2e2a2|b2d'2d'2a2b4a2b2|d'2g2efg2f2d2d4|A2d2e2d2e2d2d2e2
747,dB3A2G2Bd3e3f|e4d4e2f2e4|d4d2B2G4d2B2|B2G2d2BAB4B4||d2BAA2G2Bd3e2fe|e4d4e2f2e4|d4d2B2GAG2d2B2|A2F2G2E2E2D2E2DE||A4d4f2g2e2d2|d4g2e2d2B2dB3|A4d2e2g2e2a2ba|a2d'bg2d'2g2a2a2b2||A4d4f2g2e2d2|d4g2e2d2B2B4|A4d2e2g4a4|bae2e2d2B2A2d4
748,d2edg2f2abe2efga|gfd2d2e2g2d'ba2dB|a2d2ede2a2gff2ga|d'2a2a2g2gf2gd4||d2edefgfb2gfa2g2|gfd2d4g2d'ba2d2|a2d2e4a2gfgfg2|d'2a2bag2g2d2ge2f||d'2febgfd'f'e'd'e'e'd'bd'|ba2bd'4g2bd'f'g'e'2|a2d'2e'2d'2f'2d'2d'4|d'2a2a2g2g2d2e2f2||b2a2d'abd'd'4e'2d'2|a2b2d'4g2d'2f'e'b2|bad'2d'3ba4d'2e'2|e'2d'2bag2g2e2d2e2
749,f2g2g2f2e3dd3B|F2ABB4G2Bdd4|d2e2fe2ddef2efe2|d4d2Bdd3ed4||f3gg2f2ded2d3B|F2A2B4G2B2d4|d2e2e2g2a2feefd2|d4ed3e2d2ed3||e4f2e2f2g2ga3|g2a2d'2bd'ag3g2a2|e2g2g2effe2gaged|d4d2B2ed3ded2||e4f2e2f2g2g2a2|aga2d'4d'bg2g4|a2g2g2a2g4ed2e|d4d4ed3d4
750,d2edd4d4d4|d2e2e2d2d2e2e4|e2d2d2B2d4e2d2|B2ded4d2G2A2G2||de3d4d4d4|d2e2e2d2d2e2e4|e2d2d2B2d4e2d2|dBe2d2B2d2G2A2FG||a2g2a2bd'd'2bd'a2g2|e2a2g2abd'4g2a2|g2b2a2b2d'2g2g4|e4d2B2B2G2G4||a4a2bd'd'2b2a2g2|f2a2g2a2d'4b2d'2|d'4d'4d'4d'2g2|a2g2gag2g2d2d2A2
751,d2e2ded2B2A2A4|E2AGd3Bde3e2d2|e3dd4BA2ddABd|ede2fedafg3e4||efe2e2d2B2A2A4|E2G2d4de3e2d2|de2dd4AGAddGBd|gfd2adfge2dBed3||e2g2g2a2g4f3g|d2e2a4bd'b2g2d2|de2aad'agg3fgbge|ea2gabd'dede2e2d2||f2g2a2b2d'2b2a2d'2|d'4b2a2d'2b2g2d2|efegg4e4df2e|eafgfad'ee4d4
752,f2g2b2agefgfg2f2|d4e4efedAB3|e4g2d2g2d2edef|a4a3bd'2bd'geg2||f2aga4e2g2g2f2|d4e4f2d2AB3|e4fgedg2d2edef|d'bg2bab2g2edageg||a2g2d'3e'e'd'3d'4|bd'2bd'4e'2d'2a2g2|d'4d'2e'2d'4d'2e'd'|gb2aabd'gg4gf3||a2bad'4e'2d'2d'4|bd'3bd'3e'2d'2a2g2|d'4d'4d'4d'2e'd'|d'2a2gad'bg2fge2fg
753,d4d2A2AG3BdG2|E2A2d2A2d2f2f2e2|ed3d4d4g2d'2|g4f2e2d4d4||d4d2A2G4BdG2|E2A2d2A2d2f2f2e2|e2d2d4d4agbd'|ag3f2e2d4d4||e2gfg2f2a3bd'ba2|a2b2d'4gfg2g2de|e2a2a2d'bd'2f'e'd'4|b2gff2e2d4d4||e2g2g2fga2b2b2a2|b3ad'4a2f2g2d'2|e'2g2a2b2bd'e'2bd'ag|g4e4d4d4
754,d4d2e2d4d4|e2f2e2g2e3dd4|e2ged2e2d2e2e4|g2fee2dBed3B3d||d4d2e2d4d4|e3ffefge2d2d4|e2f2d2e2d3ee2d2|B2d2d4dBdBdBAB||a2b2b2a2g3fe4|a4gag2e4d4|g4a2b2g2f2e2d2|d4d2G2d2B2A4||a2b2a4g2f2e4|a4gag2e4d4|g4a2b2g4d4|d4d2B2B4A3B
755,e2ded2ABG3FE4|G2BAA2B2d2A2A2B2|d3ed4A2G2E2F2|B2GAF2E2D4D4||e2d2d2ABG2FGDE3|G2B2A2B2d2A2A2B2|d3ed4A2G2E2F2|B2A2F2DED4D4||d2e2g2f2d4e2f2|B2f2a2fgag3a2g2|d2a2g2e2d4d4|dBA2G2E2D4D4||d2e2g2f2d4e2f2|e2feg2fga2g2g4|g4f2d2d2A2G2B2|B2A2G2E2D4D4
756,e4e2d2d2A2G2EF|G2F2G4d2e2e2d2|e4e2d2d4dB3|d4d2A2A2d2d4||e4e2d2d2A2G2E2|A2F2G4d2e2e2d2|e4f2efe2d2d2A2|d4d2A2A2d2d4||d2e2f2e2f2e2e2f2|e4fgd2d2eff2e2|d2g2g2e2d2e2e2d2|e2d2d2A2A2B2d4||d2e2f2e2efe2e2a2|e4g2d2d2e2f2e2|g4g4f2e2f2e2|e2d2d2A2A2d2d4
757,d4d2BAABG2A2G2|B2A2G2F2E2D2D4|e2d2d2A2d2A2e2d2|d2e2f2d2gab2a2g2||d4d2BAABG2B2G2|B2A2G2F2E2D2D4|e2d2d2A2d2A2e2d2|d2e2f2eda3gbaga||e4e2d2g3ag4|g4e2d2B2G2EF3|e4e2f2a4g2e2|d4de3aga2a4||e4e2d2g4g4|g4e2d2d2A2F4|e4def2a2gag2e2|d4d2e2a4a2ga
758,dBd2d2A2A2d2ABd2|d2ede2d2d4G4|d4d2A2G2A2B2e2|d4B3Ad3Bd4||d4d2A2A2d2A2d2|d2e2e2d2d4G4|d4d2A2G2A2dBfe|d4f2e2B2dBdB2d||f2g2g2e2d4A2G2|e3fe4f4g2d2|g2b2e4d2e2A2d2|d4fed2d4dede||f2g2f2e2d4A4|e3fe4f4g2d2|g2b2e4d2e2B2d2|e2d2ed3G4G4
759,d4d4d2B2A2G2|E2F2FGF2E4F2G2|A4BA3d4edef|fd2ed3ea3bag3||d4d4d2B2A2G2|E2F2F4E4F2G2|ABd2f2d2e2d2ded2|d4aga2de2dfe3||d2B2d4d2e2d2e2|e4f2e2d4B2A2|G2d2d4d4d4|e3dB3Ae2g2g2d2||d2B2d4d2e2d2e2|e4e4ded2BdA2|G2d2e2d2ded2d4|AB3f2agde3d2e2
760,d4d4d2ABB2d2|B2A2d2A2d4e2d2|d2A2dBd2d2B2f2ag|a4f2e2e2fgeded||d4d2B2d2B2B2d2|d2A2d2A2d4e2d2|d2A2d4d2BAf2g2|ba3g2e2d2edfed2||e4e4g4g2e2|d4d4d2f2d4|e4efe2g4b2ag|b2g2f2e2d2edf2d2||e4e4g4g2e2|d4d4ede2d2e2|a2d'bd'2b2a2d'2d'2a2|b2g2f2e2e2d2d4
761,B2GFE2D2F2G2AGA2|ABA2G2E2G4d2Bd|BA3D2EFF2A2B2E2|d4d2B2A4AGA2||BAFGE2D2F2G2G2A2|A4G2DEG4d2Bd|BAGAD2EFF2A2B2E2|d4d2B2A4GAGA||e4f2e2d2B2A2B2|d4d2BdG2e2d2f2|d4e2d2e2d2g2f2|f2e2d4d2B2d4||e4f2e2d2B2A2B2|d4d2BdA2e2d2e2|d4ded2d2A2d2e2|g2d2d2B2A2G2G3A
762,d4d3ee2d2edg2|a2e2e2B2dea2a2e2|dBeded2egfd2e2fa|d'ag2e2g2f2d2d4||BAedd2g2a2e2edg2|bae2ed2Bd2a2a2f2|d4d2gfbafed'bg2|d'bf2e2g2g2d2d4||d'2e2bd'f'g'e'd'3d'2e'f'|g'f'd'2d'3e'e'4bad'2|d'2e'2d'2e'd'e'2d'2d'4|d'bg2f2g2g2d2d4||d'4d'2f'2f'e'd'2d'2e'2|f'e'd'2e'd'3e'4d'bd'2|d'4d'2f'd'd'2e'd'e'3d'|b2g2e2agf2d2d4
763,G4Bd2Bde2de3d|d2A2G4A2d2d2A2|G4A2B2d2e2g2ef|e4d2f2g4g2f2||G4d4d2gfd2e2|d2A2G4A2d2d2A2|G4A2B2d2e2g2e2|e2d2d4B2A2d2Bd||f2g2a2g2b2a2d'2ga|a4b2gabaf2f2e2|e4f2g2a2efd'2b2|a2b2g2a2bd'g2g2fg||g3aa4d'2a2d'bd'2|e'2d'2d'4d'2e2f2e2|e4a2d'2aba2d'2b2|d'2g2fge2A2d2d4
764,B2G2E4D4D2ED|G2AGA3GAB2AB2A2|d2BdAG3D2E2G2BA|dBd2d3ea2gaefe2||d2FGE4D4D2E2|GA3A4A3BGFd2|d2G2AGFGE4G2AG|d4ede2d3Bd2ed||B2d2d4d2B2d2B2|BAd2d4d4BA2B|A2d2d2B2A4A2d2|e2deed3d2e2ed3||d4d4d2B2BdBd|d4d4BdBAG2A2|e2gag3fd2G2A4|B2d2d4d4d4
765,F4G2AGA2E2E4|E2F2E4D2E2E2G2|F4E4G2D2AGE2|B2dBG2F2F2E2E2F2||F3EG2A2A2E2E4|E2F2E2DED2E2D2G2|G3AA4d2G2G2FE|d4A2BdA2E2GFBd||d4d4d2e2e2d2|g2B2d4e2d2d2B2|e2d2B2A2A2B2e2d2|f2d2A2G2F2D2FGd2||d4d4d3ee2d2|g2d2d4e2d2d2B2|e2f2d4d4d4|e2d2A2G2F2E2F2G2
766,f2gfbd'a2fge2d2g2|d2edg2a2gafededB|abaga2g2gfdgfgfb|gde2ed2fd4d4||g2edd'2a2g2e2edg2|d4bg2aa2fed4|a3gabgfgefgg2df|fdedae2ge2d2fed2||d'2abd'2e'd'd'2agabag|e'4e'f'g'e'd'e'2d'd'4|e'2d'e'd'3bbd'3d'ade|gfg2efgdd4ed3||d'4b2d'2a4abag|e'2f'2d'e'g'e'd'4d'4|f'2e'f'd'e'd'2bd'2bg2a2|d3eg2aed4d4
767,"D4E2GFD4E2GF|F3EDED2D2EDD4|GFEFED3E2DEFEd2|B2ABE2A2B2F2F2G2||D4E2F2D4E2G2|F4F2DED2EGB,D3|GAE2F2GFDE3A2d2|d4gfd2A2dBeded||d3eB2d2d4A2B2|d4G4E2G2AG3|fgB2E2G2G2A2A2G2|d4A2BAA2FEd2ef||d4d4d4A2B2|d4G2E2E2G2E2D2|B2d2e2d2A2d2ABd2|d4d2AGGAG2G4"
768,ed3g2e2e2d2B2d2|d4d2e2fgfed4|g4g2e2d4d2A2|B2d2d2B2d4d4||e2d2g2e2e2d2B2d2|d4d2e2g2fed4|g4g2e2d4d2G2|B2d2d2B2ed3d4||b2gab2a2bd'b2g2a2|d'4d'2a2g2e2e2d2|g4g4a4e2g2|d4d4d4d4||b2a2a4b4g2a2|d'4d'2a2g2e2e2d2|g4g4a2g2e2g2|d4d4d4d4
769,d4d4efb2g2d2|g4a2e2ef3bae2|g2d2d4e2agfgdB|g2bd'a2g2e4d4||d4d4feb2g2d2|f2a2a2e2e2f2bae2|agd2d4e2gaf2dB|g2d'2bag2e2ded4||a2gaf2a2bd'e'2b2d2|d'4d'bgaagd'2d'4|a2gag2a2d'2baa2e2|g3ab2g2e4d4||b2g2f2a2d'3e'b2d2|d'4d'b2d'd'4bd'3|e'2d'2d'4d'2e'd'f2e2|e2a2bag2e4d4
770,d4e4B2d2e4|A2dBefe2f2d2d2e2|d4e2d2d2e2d4|ag2agfeaag3gfe2||d4e4B2ede4|A2d2efe2f2d2d2e2|d4e2d2d2e2d4|a2gfagegfed2d4||d2f2a4g2a2a2ga|e2gad'2a2gfg2f4|d2e2g2f2g3fb2a2|ab2aag2ee2d2e2d2||def2a4a4gaga|a2b2b2a2g2f2f2ef|d'4d'4b2g2e2d2|efagg2e2d4d4
771,d4B2A2G4E2GF|E2G2A4B2G2A2B2|d4d4A2BAFGAG|A2B2B2G2A2B2d2B2||d4dBA2G4E2G2|E2AGA4B2G2A2B2|d4d2BdA2B2G2dB|A2d2B2G2A4dBd2||d4f2g2e4d2e2|f2g2a2g2e2g2a4|d2g2f4e2d2B2G2|G2A2B2G2A4B2d2||d4e2g2e4d2e2|g4ag3e2g2a3b|d'2a2g4f2d2d2B2|A2d2ABG2A2B2B2d2
772,A2F2G2A2G3FE4|G2F2E4E2F2G3A|BABdB2d2d4d2e2|d4dBG2A2G2G3A||A2F2G2A2G2FGE4|G2F2E4E2F2G4|d4f2e2e2d2Bd3|AGBGedABG4G4||G4A2B2G4G2A2|A2d2e2g2f2g2f2ef|d2e2ded2d4d2Ad|d2B2G3FA2G2G4||G4A2B2G4G2A2|A2d2e2g2f4f2e2|e2f2e4ded2d4|AG3d2G2G4G4
773,d2e2e4f2ABd4|d4d3Adgfdege2|fefggedeede2d2eg|ed3d4d4dBd2||d2e2e4f2B2d4|d2AdedBdf2e2d2e2|d4ge3d2eded3|d4edegd4fd3||e2g2g2f2e2fge2g2|e2g2gd'afe2gff2e2|ga3a2geg2egge2d|efe2dBA2G4fg3||f2g2a4d'2b2a4|g3ad'3ba2gfef2g|efefgad'ae4d4|d4d4B4d4
774,A2G2G3FG2D2F2D2|D4E2D2D4D2A2|d2F2E2F2GAEDG4|edfgd4e4d4||A2G2G4FGE2F2D2|EF3E2DEED3D2dB|dBFGE2F2GAE2G4|e2f2e4e2fee2d2||d2A2B2d2d2G2A4|d4e2d2de3e4|d2A2A2G2d2E2d2A2|f4d4e2d2e2d2||d2ABB2d2d2G2G2A2|d4d4e4e2d2|d2a2g2f2d2G2d4|e4d4e2g2d4
775,AB2Aga3fg3d4|d2AGde3dBA2A4|d2eddeg2fg2fe2d2|e2f2d4d4d4||A2BAaga2g2fgd2Bd|d2A2d2e2d2A2A4|d4e2g2a4f2d2|e2f2d4d4d4||d'4e4ef2eg2ed|d'2bd'g2e2d2B2A2B2|e2a2d4e4d2fe|d2f2e2d2d4d4||d'4d2feefe2g2ed|d'4gfe2d2B2A3B|f2a2d2e2dedef2a2|d2fee2d2d4d4
776,"B,D3D4D4EFE2|A,2B,2D4D3EE2D2|D4E2D2ED3G2E2|F2E2D4ED3D4||B,D2B,D4DED2D2E2|A,2B,DB,2D2E2D2E2D2|D4E2D2DED2G2EF|F2E2DE3D4D4||G2F2G2F2G2F2E4|D4E2D2D2E2G4|E2F2G2F2G2E2A4|G2FED2E2D4D4||F4G2F2G2F2E2G2|E2D2E2D2D2FEG2B2|B2d2d4A2B2A2G2|G2E2D4D2B,2DB,3"
777,G2D2E2G2Bd3A2G2|G4A2B2d4d4|G2A2G2A2d4d2A2|d4A2G2G2E2E2F2||G2D2E2G2Bd3A2G2|GAG2A2B2d4d4|G3AG2A2d4d2A2|d4A2G2G2E2E2A2||d4e2d2e2f2e4|d2e2d4B2d2d4|A2d2B2d2f2e2e2d2|d4A2G2G2E2D2d2||d4ded2e2f2e4|d2e2d4B2d2d2e2|g4g4f2g2e2d2|d4A2G2G2E2EFGF
778,"FE3F2E2E2F2D2E2|EFG2E4D4B,2D2|E2F2D4F2D2A2E2|dBGAE2G2A2D2E3F||EFE2F2E2E2F2D2E2|E2A2E4D4B,2D2|FGABEFdAAdGFd2G2|d2B2d4A2F2BAdB||d2A2G2BAA4G2ED|A2D2G2A2A4G2A2|G2A2F2G2d2A2G2E2|A4G2A2B2D2G2de||BdA2G2B2A4G2E2|A2E2G2A2A4G2A2|G2A2G2BAB2e2d4|d2B2A2d2A2F2G4"
779,EFGFd2edefe2d4|dBdBegfede2dde2d|e2gdfgedefdfde2g|ed3dedgd2AdBAd2||A3Gd2gfe2gfd4|dAB2agegfed2d2ed|ded2bge2fe3gedf|dAdAfdfgdGAGed3||d2f2ab3d'4d'3b|b2ad'd'3fd2e2d4|dedba3ea2gd'd'b2a|gd'abafgddBd2d4||e2g2a4d'4d'4|bd'3ab2ge2d2d4|egfd'gad'afagbg2a2|egfgf2addA2Bd4
780,ef3e2d2B2d2d4|d2e2g2a2g2e2ef2e|fg3f2e2B2e2dBd2|e3dd2A2E2D2D4||g2fge2d2B2d2d4|d4g3ag2e2e2f2|g4a2g2e2g2fed2|ed3B2A2E2D2D4||babd'd'4a4a2g2|b3d'd'2a2f2e2e4|g4b2d'2ga3f2d'2|a2d'2a2f2d2e2e4||d'4d'4d'2g2a3g|d'4d'2a2f2e2e4|a2g2a2d'2b2a2a2f2|g2e2e2g2a2d2d4
781,"D2EDDG2FD4GdB2|GAdGGd2AGBAGABFA|AFEGGEDFD4E2FA|dG2BAGEdA2GAd4||D2B,A,D3ED2EDFGAd|BAdAFGdAA3FEFA2|E2D2FED2D4D2E2|BAGFdAEAD2GDAGd2||G2dAA2GBAG2Bd2BA|GFDAed2GGABdAGDE|GAGddBG2AGFGBGEA|d2BdBAdAA4B4||E2d2B2FGE3GE2AG|A3dBABAd2AdGA3|EGEAB3AE2F2E2GA|FG2AGA2EDE3E2G2"
782,d2edg4e2d2d2A2|B2A2d4ABA2F2G2|B4d2e2d4d2A2|d2e2e2d2a3ba3g||d2edg4e2d2d2A2|B2A2d4ABA2F2A2|B2A2d2e2d4d2A2|d2e2d2e2e3dfedf||f2g2g2f2g4g4|a2g2ga3b2d'2a2f2|g4e2f2g2a2a4|f2e2ed3fe3efe2||f3gg2f2g4g4|a2g2g2a2b2d'2a2f2|g3aa4a4a4|g2e2d4fe3e4
783,d2Bdg2d2g4g3f|e4g2fed4B2G2|d3Bded2fedgfdeb|be2ggedaa2g2f3e||d3Bg2d2g4g3f|e4g2e2d2BdA2G2|d2e2a2d2ed2efd2g|fd3d'gead3Afd2e||f2e2a2b2ab2af2e2|g3aag3e2d2d2A2|d4a3ggag2e4|egfgg3dfe3e2d2||fge2a2bad'2bae4|g2a2ag2fe2d2d2A2|d4a2baefe2d2e2|d3eegaed3ed4
784,"A,4B,D3DED2D4|D4D2E2FEG2G2E2|B,A,D2D4DED2D2E2|dBABAGA2G2E2E2DE||A,B,A,2B,DEDDED2D4|D4D2E2F2G2G2E2|B,2E2D2E2F2E2D3E|A2EFBGFGD4EDEF||F4G2A2ABA2A2G2|G4G2B2A2d2d2G2|D2E2E2G2G2A2d2A2|B2d2G2E2D4D2F2||E2G2G3AA4A4|A2G2G2B2A2Bdd4|d4d4Bd3ded2|G4EFE2D4D4"
